day_begin;day_end;begin_time;end_time;begin_time_seconds;end_time_seconds;activity_name;activity_number
82;83;22:14:10;04:28:52;7078450;7100932;Sleep;24
83;83;04:30:56;04:38:26;7101056;7101506;Toileting;7
83;83;04:39:57;08:02:51;7101597;7113771;Sleep;24
83;83;08:06:47;08:23:27;7114007;7115007;Washing (take shower);3
83;83;08:24:33;08:29:47;7115073;7115387;Hair dray;5
83;83;08:31:09;08:37:43;7115469;7115863;Change clothes;2
83;83;08:39:14;08:43:05;7115954;7116185;Washing hand/face;4
83;83;08:44:13;08:49:49;7116253;7116589;Toileting;7
83;83;08:51:46;08:55:41;7116706;7116941;Washing hand/face;4
83;83;08:57:14;09:05:15;7117034;7117515;Make coffee;13
83;83;09:06:32;09:11:29;7117592;7117889;Washing hand/face;4
83;83;09:13:16;09:21:46;7117996;7118506;Make sandwich;15
83;83;09:23:08;09:51:26;7118588;7120286;Eating;1
83;83;09:54:05;09:59:14;7120445;7120754;Make tee;14
83;83;10:01:01;10:40:50;7120861;7123250;Reading;35
83;83;10:42:18;10:50:10;7123338;7123810;Toileting;7
83;83;10:51:25;10:56:51;7123885;7124211;Washing hand/face;4
83;83;10:58:34;11:53:12;7124314;7127592;Watching TV;19
83;83;11:54:22;12:39:01;7127662;7130341;Make hot food;16
83;83;12:41:58;12:45:25;7130518;7130725;Move dish;34
83;83;12:47:03;13:08:41;7130823;7132121;Watching TV;19
83;83;13:09:59;13:17:14;7132199;7132634;Toileting;7
83;83;13:18:28;13:24:20;7132708;7133060;Washing hand/face;4
83;83;13:26:13;14:04:45;7133173;7135485;Watching TV;19
83;83;14:05:49;14:11:32;7135549;7135892;Move dish;34
83;83;14:12:33;14:24:58;7135953;7136698;Cell use;17
83;83;14:26:25;14:31:46;7136785;7137106;Make coffee;13
83;83;14:33:09;15:00:08;7137189;7138808;Watching TV;19
83;83;15:01:54;16:01:01;7138914;7142461;Eating;1
83;83;16:03:27;16:07:12;7142607;7142832;Take M.;18
83;83;16:08:15;18:37:01;7142895;7151821;Sleep;24
83;83;18:38:17;19:37:47;7151897;7155467;Watching TV;19
83;83;19:39:30;19:45:27;7155570;7155927;Make coffee;13
83;83;19:47:04;19:57:50;7156024;7156670;Wash dish;12
83;83;19:59:03;20:55:20;7156743;7160120;Reading;35
83;83;20:56:48;21:06:19;7160208;7160779;Change clothes;2
83;83;21:07:21;21:13:44;7160841;7161224;Make coffee;13
83;83;21:14:57;22:45:48;7161297;7166748;Watching TV;19
83;83;22:47:00;23:46:35;7166820;7170395;Make hot food;16
83;84;23:46:35;00:46:35;7170395;7173995;Eating;1
84;84;00:47:46;00:54:23;7174066;7174463;Change clothes;2
84;84;00:55:39;08:31:08;7174539;7201868;Sleep;24
84;84;08:34:56;08:39:35;7202096;7202375;Washing hand/face;4
84;84;08:40:46;08:46:21;7202446;7202781;Change clothes;2
84;84;08:48:43;08:51:57;7202923;7203117;Washing hand/face;4
84;84;08:53:46;09:03:15;7203226;7203795;Make coffee;13
84;84;09:04:17;09:10:09;7203857;7204209;Washing hand/face;4
84;84;09:11:49;09:17:06;7204309;7204626;Toileting;7
84;84;09:19:14;09:32:21;7204754;7205541;Washing (take shower);3
84;84;09:33:27;09:38:04;7205607;7205884;Hair dray;5
84;84;09:39:45;09:46:58;7205985;7206418;Make sandwich;15
84;84;09:48:17;10:13:37;7206497;7208017;Eating;1
84;84;10:16:30;10:19:57;7208190;7208397;Washing hand/face;4
84;84;10:21:41;10:30:19;7208501;7209019;Make coffee;13
84;84;10:32:01;12:18:17;7209121;7215497;Go out;33
84;84;12:19:21;13:02:43;7215561;7218163;Make hot food;16
84;84;13:04:25;13:09:00;7218265;7218540;Washing hand/face;4
84;84;13:10:29;13:41:47;7218629;7220507;Eating;1
84;84;13:43:59;13:48:33;7220639;7220913;Move dish;34
84;84;13:49:36;13:53:52;7220976;7221232;Washing hand/face;4
84;84;13:55:10;14:04:31;7221310;7221871;Toileting;7
84;84;14:06:11;14:12:04;7221971;7222324;Washing hand/face;4
84;84;14:14:00;14:48:15;7222440;7224495;Watching TV;19
84;84;14:49:36;14:55:17;7224576;7224917;Washing hand/face;4
84;84;14:56:33;15:07:50;7224993;7225670;Cell use;17
84;84;15:09:38;15:34:55;7225778;7227295;Watching TV;19
84;84;15:36:21;15:40:08;7227381;7227608;Take M.;18
84;84;15:41:31;17:49:28;7227691;7235368;Sleep;24
84;84;17:50:34;18:54:24;7235434;7239264;Watching TV;19
84;84;18:55:39;19:49:01;7239339;7242541;Make hot food;16
84;84;19:49:01;20:49:01;7242541;7246141;Eating;1
84;84;20:51:26;20:55:23;7246286;7246523;Move dish;34
84;84;20:57:12;21:01:33;7246632;7246893;Washing hand/face;4
84;84;21:03:00;21:35:05;7246980;7248905;Reading;35
84;84;21:37:02;21:45:07;7249022;7249507;Make coffee;13
84;84;21:46:41;22:32:49;7249601;7252369;Reading;35
84;84;22:33:49;22:40:16;7252429;7252816;Change clothes;2
84;85;22:42:08;05:33:14;7252928;7277594;Sleep;24
85;85;05:35:59;05:41:18;7277759;7278078;Toileting;7
85;85;05:42:19;05:46:22;7278139;7278382;Washing hand/face;4
85;85;05:47:57;08:38:45;7278477;7288725;Sleep;24
85;85;08:42:17;08:45:48;7288937;7289148;Washing hand/face;4
85;85;08:47:01;08:54:47;7289221;7289687;Toileting;7
85;85;08:55:52;09:01:41;7289752;7290101;Washing hand/face;4
85;85;09:03:40;09:12:16;7290220;7290736;Change clothes;2
85;85;09:13:34;09:23:18;7290814;7291398;Make coffee;13
85;85;09:24:19;09:28:13;7291459;7291693;Washing hand/face;4
85;85;09:29:30;09:44:47;7291770;7292687;Washing (take shower);3
85;85;09:46:05;09:48:09;7292765;7292889;Hair dray;5
85;85;09:50:06;09:55:07;7293006;7293307;Make sandwich;15
85;85;09:56:22;10:17:14;7293382;7294634;Eating;1
85;85;10:20:08;10:32:44;7294808;7295564;Cell use;17
85;85;10:34:08;11:24:47;7295648;7298687;Watching TV;19
85;85;11:25:47;12:21:00;7298747;7302060;Make hot food;16
85;85;12:22:16;12:59:13;7302136;7304353;Watching TV;19
85;85;13:00:22;13:08:51;7304422;7304931;Toileting;7
85;85;13:10:02;13:14:09;7305002;7305249;Washing hand/face;4
85;85;13:15:34;13:28:33;7305334;7306113;Cell use;17
85;85;13:29:53;13:33:47;7306193;7306427;Take M.;18
85;85;13:35:42;13:41:28;7306542;7306888;Washing hand/face;4
85;85;13:42:30;14:28:26;7306950;7309706;Eating;1
85;85;14:29:48;16:50:36;7309788;7318236;Sleep;24
85;85;16:52:15;17:00:09;7318335;7318809;Toileting;7
85;85;17:01:36;18:51:43;7318896;7325503;Watching TV;19
85;85;18:52:59;19:01:19;7325579;7326079;Toileting;7
85;85;19:02:57;19:07:38;7326177;7326458;Washing hand/face;4
85;85;19:09:01;20:30:06;7326541;7331406;Watching TV;19
85;85;20:31:35;20:36:42;7331495;7331802;Change clothes;2
85;85;20:37:57;20:47:00;7331877;7332420;Make up;6
85;85;20:49:53;22:56:09;7332593;7340169;Go out;33
85;85;22:57:37;23:04:29;7340257;7340669;Change clothes;2
85;86;23:05:30;04:33:25;7340730;7360405;Sleep;24
86;86;04:35:51;04:40:56;7360551;7360856;Toileting;7
86;86;04:42:12;08:57:18;7360932;7376238;Sleep;24
86;86;09:00:59;09:06:55;7376459;7376815;Washing hand/face;4
86;86;09:08:41;09:27:00;7376921;7378020;Washing (take shower);3
86;86;09:29:09;09:36:40;7378149;7378600;Toileting;7
86;86;09:38:03;09:43:48;7378683;7379028;Washing hand/face;4
86;86;09:44:52;09:51:59;7379092;7379519;Make coffee;13
86;86;09:53:24;09:59:34;7379604;7379974;Change clothes;2
86;86;10:00:48;10:06:39;7380048;7380399;Washing hand/face;4
86;86;10:07:53;10:14:15;7380473;7380855;Make sandwich;15
86;86;10:15:37;10:41:01;7380937;7382461;Eating;1
86;86;10:42:07;10:49:33;7382527;7382973;Toileting;7
86;86;10:51:05;10:56:22;7383065;7383382;Washing hand/face;4
86;86;10:57:32;11:09:30;7383452;7384170;Cell use;17
86;86;11:10:31;11:55:15;7384231;7386915;Make hot food;16
86;86;11:56:48;12:00:54;7387008;7387254;Washing hand/face;4
86;86;12:02:12;12:43:17;7387332;7389797;Eating;1
86;86;12:46:09;12:49:26;7389969;7390166;Take M.;18
86;86;12:51:15;13:27:27;7390275;7392447;Watching TV;19
86;86;13:28:30;13:33:37;7392510;7392817;Toileting;7
86;86;13:35:31;13:42:06;7392931;7393326;Make coffee;13
86;86;13:43:45;14:20:13;7393425;7395613;Watching TV;19
86;86;14:21:39;16:29:58;7395699;7403398;Sleep;24
86;86;16:32:11;16:35:39;7403531;7403739;Washing hand/face;4
86;86;16:37:02;16:46:43;7403822;7404403;Toileting;7
86;86;16:48:09;16:52:40;7404489;7404760;Washing hand/face;4
86;86;16:54:18;16:59:24;7404858;7405164;Make coffee;13
86;86;17:00:44;17:14:17;7405244;7406057;Cell use;17
86;86;17:15:25;18:46:25;7406125;7411585;Watching TV;19
86;86;18:48:19;18:59:44;7411699;7412384;Wash dish;12
86;86;19:01:02;19:10:46;7412462;7413046;Toileting;7
86;86;19:12:21;19:16:39;7413141;7413399;Washing hand/face;4
86;86;19:18:16;19:31:53;7413496;7414313;Cell use;17
86;86;19:33:38;21:33:33;7414418;7421613;Watching TV;19
86;86;21:34:45;22:27:45;7421685;7424865;Make hot food;16
86;86;22:29:04;22:34:17;7424944;7425257;Move dish;34
86;86;22:35:43;22:52:45;7425343;7426365;Cell use;17
86;86;22:53:49;22:57:23;7426429;7426643;Move dish;34
86;86;22:59:15;23:59:15;7426755;7430355;Eating;1
87;87;00:00:18;00:07:25;7430418;7430845;Change clothes;2
87;87;00:08:37;04:43:16;7430917;7447396;Sleep;24
87;87;04:46:04;04:51:38;7447564;7447898;Toileting;7
87;87;04:53:29;09:55:20;7448009;7466120;Sleep;24
87;87;09:59:36;10:04:36;7466376;7466676;Washing hand/face;4
87;87;10:05:42;10:15:34;7466742;7467334;Toileting;7
87;87;10:16:55;10:20:26;7467415;7467626;Washing hand/face;4
87;87;10:22:11;10:28:11;7467731;7468091;Make coffee;13
87;87;10:29:37;10:44:00;7468177;7469040;Washing (take shower);3
87;87;10:45:07;10:49:20;7469107;7469360;Hair dray;5
87;87;10:50:59;10:59:20;7469459;7469960;Change clothes;2
87;87;11:00:51;11:04:32;7470051;7470272;Washing hand/face;4
87;87;11:06:14;11:13:52;7470374;7470832;Make sandwich;15
87;87;11:15:05;11:43:08;7470905;7472588;Eating;1
87;87;11:44:20;12:17:25;7472660;7474645;Make hot food;16
87;87;12:20:02;12:24:54;7474802;7475094;Move dish;34
87;87;12:26:35;13:09:20;7475195;7477760;Eating;1
87;87;13:11:58;13:17:43;7477918;7478263;Move dish;34
87;87;13:19:32;13:23:40;7478372;7478620;Washing hand/face;4
87;87;13:25:08;14:03:34;7478708;7481014;Watching TV;19
87;87;14:04:41;14:19:14;7481081;7481954;Cell use;17
87;87;14:21:02;14:28:40;7482062;7482520;Toileting;7
87;87;14:30:07;14:36:00;7482607;7482960;Washing hand/face;4
87;87;14:37:57;14:47:11;7483077;7483631;Toileting;7
87;87;14:49:02;14:54:52;7483742;7484092;Washing hand/face;4
87;87;14:56:07;15:21:27;7484167;7485687;Watching TV;19
87;87;15:22:37;15:27:49;7485757;7486069;Washing hand/face;4
87;87;15:29:49;15:48:04;7486189;7487284;Cell use;17
87;87;15:49:34;15:55:44;7487374;7487744;Make coffee;13
87;87;15:57:20;16:27:37;7487840;7489657;Watching TV;19
87;87;16:28:54;16:31:54;7489734;7489914;Take M.;18
87;87;16:32:57;18:42:47;7489977;7497767;Sleep;24
87;87;18:44:07;20:33:02;7497847;7504382;Watching TV;19
87;87;20:34:51;21:19:12;7504491;7507152;Make hot food;16
87;87;21:19:12;22:19:12;7507152;7510752;Eating;1
87;87;22:20:23;22:28:27;7510823;7511307;Change clothes;2
87;88;22:30:22;03:47:26;7511422;7530446;Sleep;24
88;88;03:49:38;03:56:09;7530578;7530969;Toileting;7
88;88;03:57:51;08:13:17;7531071;7546397;Sleep;24
88;88;08:16:42;08:21:58;7546602;7546918;Washing hand/face;4
88;88;08:23:11;08:34:52;7546991;7547692;Washing (take shower);3
88;88;08:36:29;08:41:35;7547789;7548095;Hair dray;5
88;88;08:42:53;08:50:50;7548173;7548650;Change clothes;2
88;88;08:52:12;09:01:43;7548732;7549303;Toileting;7
88;88;09:03:33;09:09:28;7549413;7549768;Washing hand/face;4
88;88;09:11:01;09:19:46;7549861;7550386;Make coffee;13
88;88;09:20:55;09:26:26;7550455;7550786;Washing hand/face;4
88;88;09:27:51;09:33:14;7550871;7551194;Make sandwich;15
88;88;09:35:14;10:00:43;7551314;7552843;Eating;1
88;88;10:01:52;10:10:03;7552912;7553403;Toileting;7
88;88;10:11:20;10:16:18;7553480;7553778;Washing hand/face;4
88;88;10:17:49;10:53:58;7553869;7556038;Reading;35
88;88;10:55:39;11:10:12;7556139;7557012;Cell use;17
88;88;11:11:15;12:10:58;7557075;7560658;Make hot food;16
88;88;12:12:42;12:17:28;7560762;7561048;Washing hand/face;4
88;88;12:18:52;12:23:24;7561132;7561404;Move dish;34
88;88;12:24:48;12:30:36;7561488;7561836;Toileting;7
88;88;12:32:12;12:37:40;7561932;7562260;Washing hand/face;4
88;88;12:39:01;12:42:01;7562341;7562521;Move dish;34
88;88;12:43:29;13:43:06;7562609;7566186;Eating;1
88;88;13:43:06;13:46:37;7566186;7566397;Washing hand/face;4
88;88;13:48:15;14:25:59;7566495;7568759;Watching TV;19
88;88;14:27:28;14:29:36;7568848;7568976;Take M.;18
88;88;14:30:52;16:43:03;7569052;7576983;Sleep;24
88;88;16:45:59;16:55:48;7577159;7577748;Toileting;7
88;88;16:57:19;17:02:29;7577839;7578149;Washing hand/face;4
88;88;17:03:33;17:50:22;7578213;7581022;Watching TV;19
88;88;17:52:17;17:57:41;7581137;7581461;Make up;6
88;88;17:59:52;20:48:53;7581592;7591733;Go out;33
88;88;20:50:41;20:56:08;7591841;7592168;Washing hand/face;4
88;88;20:58:03;22:31:42;7592283;7597902;Watching TV;19
88;88;22:32:46;22:40:58;7597966;7598458;Change clothes;2
88;89;22:42:03;05:40:48;7598523;7623648;Sleep;24
89;89;05:42:48;05:47:54;7623768;7624074;Toileting;7
89;89;05:49:29;08:21:26;7624169;7633286;Sleep;24
89;89;08:24:26;08:36:03;7633466;7634163;Washing (take shower);3
89;89;08:37:36;08:43:00;7634256;7634580;Hair dray;5
89;89;08:44:03;08:54:02;7634643;7635242;Change clothes;2
89;89;08:56:10;09:03:27;7635370;7635807;Toileting;7
89;89;09:05:12;09:09:13;7635912;7636153;Washing hand/face;4
89;89;09:11:09;09:17:02;7636269;7636622;Make coffee;13
89;89;09:18:20;09:21:46;7636700;7636906;Washing hand/face;4
89;89;09:23:30;09:29:56;7637010;7637396;Make sandwich;15
89;89;09:31:41;09:56:11;7637501;7638971;Eating;1
89;89;09:59:08;10:03:35;7639148;7639415;Washing hand/face;4
89;89;10:04:38;10:37:15;7639478;7641435;Vacuuming;10
89;89;10:38:59;11:23:21;7641539;7644201;Laundry;11
89;89;11:24:42;12:14:04;7644282;7647244;Make hot food;16
89;89;12:15:37;12:21:01;7647337;7647661;Washing hand/face;4
89;89;12:22:59;12:31:17;7647779;7648277;Make coffee;13
89;89;12:32:44;12:39:00;7648364;7648740;Toileting;7
89;89;12:40:31;12:43:51;7648831;7649031;Washing hand/face;4
89;89;12:45:20;12:49:43;7649120;7649383;Move dish;34
89;89;12:51:39;12:55:38;7649499;7649738;Washing hand/face;4
89;89;12:57:24;13:29:57;7649844;7651797;Eating;1
89;89;13:32:45;13:35:51;7651965;7652151;Take M.;18
89;89;13:37:10;14:05:06;7652230;7653906;Watching TV;19
89;89;14:06:20;16:14:15;7653980;7661655;Sleep;24
89;89;16:16:14;16:24:22;7661774;7662262;Toileting;7
89;89;16:26:13;16:31:37;7662373;7662697;Washing hand/face;4
89;89;16:33:29;16:40:58;7662809;7663258;Make coffee;13
89;89;16:42:02;16:59:35;7663322;7664375;Cell use;17
89;89;17:00:48;17:09:11;7664448;7664951;Toileting;7
89;89;17:10:31;18:48:27;7665031;7670907;Watching TV;19
89;89;18:50:04;19:44:22;7671004;7674262;Make hot food;16
89;89;19:44:22;20:44:22;7674262;7677862;Eating;1
89;89;20:46:49;20:50:11;7678009;7678211;Move dish;34
89;89;20:52:10;21:04:22;7678330;7679062;Wash dish;12
89;89;21:05:22;22:00:19;7679122;7682419;Watching TV;19
89;89;22:01:32;22:06:44;7682492;7682804;Change clothes;2
89;90;22:07:47;04:45:04;7682867;7706704;Sleep;24
90;90;04:47:56;04:53:55;7706876;7707235;Toileting;7
90;90;04:55:01;08:01:28;7707301;7718488;Sleep;24
90;90;08:04:38;08:09:25;7718678;7718965;Washing hand/face;4
90;90;08:10:53;08:20:49;7719053;7719649;Change clothes;2
90;90;08:22:46;08:30:05;7719766;7720205;Toileting;7
90;90;08:31:25;08:50:18;7720285;7721418;Washing (take shower);3
90;90;08:52:09;08:55:18;7721529;7721718;Hair dray;5
90;90;08:56:48;09:05:51;7721808;7722351;Make coffee;13
90;90;09:06:53;09:10:13;7722413;7722613;Washing hand/face;4
90;90;09:11:18;09:18:16;7722678;7723096;Make sandwich;15
90;90;09:19:55;09:44:51;7723195;7724691;Eating;1
90;90;09:46:53;09:51:06;7724813;7725066;Washing hand/face;4
90;90;09:53:03;10:05:56;7725183;7725956;Cell use;17
90;90;10:07:36;10:37:54;7726056;7727874;Watching TV;19
90;90;10:39:22;10:50:15;7727962;7728615;Cell use;17
90;90;10:51:37;11:01:21;7728697;7729281;Make tee;14
90;90;11:02:28;11:56:16;7729348;7732576;Make hot food;16
90;90;11:59:10;12:02:51;7732750;7732971;Move dish;34
90;90;12:03:52;12:46:24;7733032;7735584;Eating;1
90;90;12:49:14;12:52:29;7735754;7735949;Move dish;34
90;90;12:53:38;13:29:09;7736018;7738149;Watching TV;19
90;90;13:30:53;13:39:47;7738253;7738787;Make coffee;13
90;90;13:41:05;14:19:00;7738865;7741140;Watching TV;19
90;90;14:20:07;14:26:55;7741207;7741615;Toileting;7
90;90;14:28:37;14:34:18;7741717;7742058;Washing hand/face;4
90;90;14:35:23;14:59:42;7742123;7743582;Watching TV;19
90;90;15:01:22;15:10:19;7743682;7744219;Toileting;7
90;90;15:11:52;15:16:21;7744312;7744581;Washing hand/face;4
90;90;15:18:13;15:20:22;7744693;7744822;Take M.;18
90;90;15:21:39;17:32:02;7744899;7752722;Sleep;24
90;90;17:33:07;19:17:37;7752787;7759057;Watching TV;19
90;90;19:19:26;19:59:41;7759166;7761581;Make hot food;16
90;90;19:59:41;20:59:41;7761581;7765181;Eating;1
90;90;21:01:45;21:07:11;7765305;7765631;Move dish;34
90;90;21:08:57;21:23:52;7765737;7766632;Cell use;17
90;90;21:25:14;21:35:58;7766714;7767358;Wash dish;12
90;90;21:37:36;21:41:57;7767456;7767717;Washing hand/face;4
90;90;21:43:39;21:59:41;7767819;7768781;Cell use;17
90;90;22:01:09;22:07:36;7768869;7769256;Toileting;7
90;90;22:09:05;22:14:29;7769345;7769669;Change clothes;2
90;91;22:15:34;05:40:15;7769734;7796415;Sleep;24
91;91;05:42:29;05:49:53;7796549;7796993;Toileting;7
91;91;05:51:17;05:54:33;7797077;7797273;Washing hand/face;4
91;91;05:56:20;08:11:56;7797380;7805516;Sleep;24
91;91;08:15:57;08:21:25;7805757;7806085;Washing hand/face;4
91;91;08:23:12;08:30:32;7806192;7806632;Make coffee;13
91;91;08:31:48;08:42:28;7806708;7807348;Washing (take shower);3
91;91;08:43:56;08:46:32;7807436;7807592;Hair dray;5
91;91;08:47:56;08:55:44;7807676;7808144;Change clothes;2
91;91;08:58:06;09:03:42;7808286;7808622;Toileting;7
91;91;09:04:56;09:08:51;7808696;7808931;Washing hand/face;4
91;91;09:10:30;09:16:17;7809030;7809377;Make sandwich;15
91;91;09:18:14;09:39:17;7809494;7810757;Eating;1
91;91;09:42:03;09:49:45;7810923;7811385;Toileting;7
91;91;09:51:27;09:55:17;7811487;7811717;Washing hand/face;4
91;91;09:57:09;10:05:06;7811829;7812306;Toileting;7
91;91;10:07:02;10:12:53;7812422;7812773;Washing hand/face;4
91;91;10:13:54;10:20:28;7812834;7813228;Make tee;14
91;91;10:21:38;12:17:34;7813298;7820254;Go out;33
91;91;12:18:54;12:52:11;7820334;7822331;Make hot food;16
91;91;12:54:23;12:59:01;7822463;7822741;Move dish;34
91;91;13:00:36;13:43:40;7822836;7825420;Eating;1
91;91;13:46:36;13:50:13;7825596;7825813;Take M.;18
91;91;13:51:31;14:12:39;7825891;7827159;Watching TV;19
91;91;14:13:41;16:33:51;7827221;7835631;Sleep;24
91;91;16:35:49;16:43:38;7835749;7836218;Toileting;7
91;91;16:45:26;16:48:46;7836326;7836526;Washing hand/face;4
91;91;16:49:50;16:59:10;7836590;7837150;Make coffee;13
91;91;17:01:03;17:23:47;7837263;7838627;Cell use;17
91;91;17:25:08;18:30:55;7838708;7842655;Watching TV;19
91;91;18:32:12;19:06:00;7842732;7844760;Make hot food;16
91;91;19:06:00;20:06:00;7844760;7848360;Eating;1
91;91;20:08:50;22:01:36;7848530;7855296;Watching TV;19
91;91;22:02:39;22:12:17;7855359;7855937;Change clothes;2
91;92;22:13:32;03:49:29;7856012;7876169;Sleep;24
92;92;03:52:26;03:58:18;7876346;7876698;Toileting;7
92;92;03:59:43;08:03:17;7876783;7891397;Sleep;24
92;92;08:07:03;08:11:33;7891623;7891893;Washing hand/face;4
92;92;08:13:09;08:18:35;7891989;7892315;Change clothes;2
92;92;08:19:57;08:26:06;7892397;7892766;Toileting;7
92;92;08:27:49;08:31:40;7892869;7893100;Washing hand/face;4
92;92;08:33:02;08:49:23;7893182;7894163;Washing (take shower);3
92;92;08:50:55;08:53:03;7894255;7894383;Hair dray;5
92;92;08:54:27;09:00:06;7894467;7894806;Make coffee;13
92;92;09:01:46;09:05:36;7894906;7895136;Washing hand/face;4
92;92;09:06:52;09:12:37;7895212;7895557;Make sandwich;15
92;92;09:13:47;09:41:46;7895627;7897306;Eating;1
92;92;09:43:51;09:53:46;7897431;7898026;Make tee;14
92;92;09:55:03;10:33:08;7898103;7900388;Reading;35
92;92;10:34:20;10:50:15;7900460;7901415;Cell use;17
92;92;10:51:25;10:57:30;7901485;7901850;Toileting;7
92;92;10:59:17;11:03:15;7901957;7902195;Washing hand/face;4
92;92;11:04:32;11:53:16;7902272;7905196;Make hot food;16
92;92;11:55:16;12:00:25;7905316;7905625;Washing hand/face;4
92;92;12:01:46;12:07:44;7905706;7906064;Make coffee;13
92;92;12:08:48;12:17:43;7906128;7906663;Toileting;7
92;92;12:18:55;12:22:07;7906735;7906927;Washing hand/face;4
92;92;12:23:20;12:25:47;7907000;7907147;Take M.;18
92;92;12:27:30;12:52:05;7907250;7908725;Watching TV;19
92;92;12:53:40;13:01:09;7908820;7909269;Toileting;7
92;92;13:02:14;13:06:11;7909334;7909571;Washing hand/face;4
92;92;13:07:17;13:45:42;7909637;7911942;Eating;1
92;92;13:48:08;13:51:45;7912088;7912305;Move dish;34
92;92;13:53:44;13:58:15;7912424;7912695;Washing hand/face;4
92;92;14:00:10;14:04:43;7912810;7913083;Move dish;34
92;92;14:05:54;16:24:58;7913154;7921498;Sleep;24
92;92;16:26:39;16:35:39;7921599;7922139;Toileting;7
92;92;16:36:50;16:42:27;7922210;7922547;Washing hand/face;4
92;92;16:44:16;16:51:35;7922656;7923095;Toileting;7
92;92;16:53:00;16:56:55;7923180;7923415;Washing hand/face;4
92;92;16:58:13;17:04:44;7923493;7923884;Make coffee;13
92;92;17:06:09;18:20:57;7923969;7928457;Watching TV;19
92;92;18:22:37;18:58:33;7928557;7930713;Make hot food;16
92;92;18:58:33;19:58:33;7930713;7934313;Eating;1
92;92;20:00:34;20:05:07;7934434;7934707;Move dish;34
92;92;20:07:03;20:12:52;7934823;7935172;Washing hand/face;4
92;92;20:14:10;20:19:12;7935250;7935552;Make coffee;13
92;92;20:20:42;20:26:07;7935642;7935967;Change clothes;2
92;92;20:27:46;20:37:25;7936066;7936645;Make up;6
92;92;20:39:45;22:41:23;7936785;7944083;Go out;33
92;92;22:42:30;22:50:43;7944150;7944643;Change clothes;2
92;93;22:52:00;04:19:25;7944720;7964365;Sleep;24
93;93;04:22:15;04:30:50;7964535;7965050;Toileting;7
93;93;04:32:03;08:37:53;7965123;7979873;Sleep;24
93;93;08:41:45;08:56:51;7980105;7981011;Washing (take shower);3
93;93;08:57:53;09:01:35;7981073;7981295;Hair dray;5
93;93;09:02:57;09:08:48;7981377;7981728;Toileting;7
93;93;09:10:27;09:15:26;7981827;7982126;Washing hand/face;4
93;93;09:17:00;09:25:53;7982220;7982753;Change clothes;2
93;93;09:27:51;09:32:55;7982871;7983175;Make coffee;13
93;93;09:34:30;09:38:44;7983270;7983524;Washing hand/face;4
93;93;09:40:05;09:49:37;7983605;7984177;Make sandwich;15
93;93;09:50:53;10:13:26;7984253;7985606;Eating;1
93;93;10:16:00;10:19:35;7985760;7985975;Washing hand/face;4
93;93;10:20:53;10:27:02;7986053;7986422;Make coffee;13
93;93;10:28:31;11:26:23;7986511;7989983;Watching TV;19
93;93;11:27:36;12:15:56;7990056;7992956;Make hot food;16
93;93;12:16:58;12:20:22;7993018;7993222;Washing hand/face;4
93;93;12:21:51;13:04:11;7993311;7995851;Eating;1
93;93;13:06:46;13:10:25;7996006;7996225;Move dish;34
93;93;13:12:20;13:28:47;7996340;7997327;Cell use;17
93;93;13:30:44;13:38:48;7997444;7997928;Toileting;7
93;93;13:39:59;13:45:43;7997999;7998343;Washing hand/face;4
93;93;13:47:37;13:50:19;7998457;7998619;Take M.;18
93;93;13:51:29;14:00:43;7998689;7999243;Make coffee;13
93;93;14:01:49;16:01:50;7999309;8006510;Sleep;24
93;93;16:04:47;16:30:38;8006687;8008238;Cell use;17
93;93;16:31:47;16:35:34;8008307;8008534;Washing hand/face;4
93;93;16:37:31;16:44:47;8008651;8009087;Make coffee;13
93;93;16:45:48;16:49:07;8009148;8009347;Washing hand/face;4
93;93;16:50:16;17:14:17;8009416;8010857;Cell use;17
93;93;17:15:36;18:04:20;8010936;8013860;Watching TV;19
93;93;18:06:08;18:20:00;8013968;8014800;Wash dish;12
93;93;18:21:31;18:34:05;8014891;8015645;Cell use;17
93;93;18:35:15;18:42:52;8015715;8016172;Make up;6
93;93;18:44:46;19:01:46;8016286;8017306;Cell use;17
93;93;19:03:18;19:41:33;8017398;8019693;Reading;35
93;93;19:42:52;19:49:42;8019772;8020182;Change clothes;2
93;93;19:50:51;20:45:49;8020251;8023549;Reading;35
93;93;20:47:44;20:55:06;8023664;8024106;Change clothes;2
93;93;20:56:11;21:44:18;8024171;8027058;Reading;35
93;93;21:45:36;22:59:17;8027136;8031557;Watching TV;19
93;93;23:00:47;23:54:21;8031647;8034861;Make hot food;16
93;94;23:54:21;00:54:21;8034861;8038461;Eating;1
94;94;00:55:36;01:02:57;8038536;8038977;Change clothes;2
94;94;01:04:29;08:20:39;8039069;8065239;Sleep;24
94;94;08:24:08;08:28:00;8065448;8065680;Washing hand/face;4
94;94;08:29:07;08:37:09;8065747;8066229;Change clothes;2
94;94;08:38:31;08:42:19;8066311;8066539;Washing hand/face;4
94;94;08:43:42;08:52:04;8066622;8067124;Make coffee;13
94;94;08:53:09;09:06:33;8067189;8067993;Washing (take shower);3
94;94;09:07:41;09:13:33;8068061;8068413;Hair dray;5
94;94;09:14:44;09:22:41;8068484;8068961;Toileting;7
94;94;09:24:05;09:29:00;8069045;8069340;Washing hand/face;4
94;94;09:30:47;09:36:36;8069447;8069796;Make sandwich;15
